184,"श्रीमद्‌भागवत दिव्य दर्शन ",https://www.indianculture.gov.in/saraimadabhaagavata-daivaya-darasana
185,"श्री नृसिंह पाठावली ",https://www.indianculture.gov.in/sarai-narsainha-paathaavalai
186,"The prophets and their times ",https://www.indianculture.gov.in/prophets-and-their-times-2
187,"Mencius on the mind : experiments in multiple definition ",https://www.indianculture.gov.in/mencius-mind-experiments-multiple-definition-1
188,"The ideals of the east : with special reference to the art of Japan ",https://www.indianculture.gov.in/ideals-east-special-reference-art-japan-1
189,"Bahaullah and the new era ",https://www.indianculture.gov.in/bahaullah-and-new-era-1
190,"Lights of Asia ",https://www.indianculture.gov.in/lights-asia-1
191,"The keys of power : a study of Indian ritual and belief ",https://www.indianculture.gov.in/keys-power-study-indian-ritual-and-belief-1
192,"Marriage customs in many lands ",https://www.indianculture.gov.in/marriage-customs-many-lands-1
193,"The golden pilgrimage ",https://www.indianculture.gov.in/golden-pilgrimage-1
194,"God-? ",https://www.indianculture.gov.in/god-1
195,"God the invisible king ",https://www.indianculture.gov.in/god-invisible-king-1
196,"The evolution of the idea of God : an inquiry into the origins of religions ",https://www.indianculture.gov.in/evolution-idea-god-inquiry-origins-religions-1
197,"The God of the withces ",https://www.indianculture.gov.in/god-withces-1
198,"Indian Gods and kings : the story of a living past ",https://www.indianculture.gov.in/indian-gods-and-kings-story-living-past-2
199,"The Brahmans, theists and Muslims of India : studies of goddess-worship in Bengal, caste, brahmaism and social reform, with descriptive sketches of curious festivals, ceremonies  and faquirs ",https://www.indianculture.gov.in/brahmans-theists-and-muslims-india-studies-goddess-worship-bengal-caste-brahmaism-and-social-1
200,"Crime law and social science ",https://www.indianculture.gov.in/crime-law-and-social-science-1
201,"India and India missions : including sketches of the gigantic system of Hinduism, both in theory and practice ",https://www.indianculture.gov.in/india-and-india-missions-including-sketches-gigantic-system-hinduism-both-theory-and-practice-1
202,"Problems in psychology ",https://www.indianculture.gov.in/problems-psychology-1
203,"The Philosophy of the Upanishads ",https://www.indianculture.gov.in/philosophy-upanishads-4
204,"Crime and religious beliefs in India ",https://www.indianculture.gov.in/crime-and-religious-beliefs-india-1
205,"Studies in eastern religions ",https://www.indianculture.gov.in/studies-eastern-religions-1
206,"Oriental religions : relation to universal religion ",https://www.indianculture.gov.in/oriental-religions-relation-universal-religion-1
207,"The origins of religion ",https://www.indianculture.gov.in/origins-religion-2
208,"Religious systems of the world : national, christian and philosophic ",https://www.indianculture.gov.in/religious-systems-world-national-christian-and-philosophic-1
209,"The development of religion in Japan ",https://www.indianculture.gov.in/development-religion-japan-1
210,"Religion in transition ",https://www.indianculture.gov.in/religion-transition-1
211,"A history of religions ",https://www.indianculture.gov.in/history-religions-1
212,"Man visible and invisible : examples of different types of men as seen by means of trained clairvoyance ",https://www.indianculture.gov.in/man-visible-and-invisible-examples-different-types-men-seen-means-trained-clairvoyance-1
213,"The adventures of the black man in his search for God ",https://www.indianculture.gov.in/adventures-black-man-his-search-god-1
214,"Modern marriage : a handbook for men ",https://www.indianculture.gov.in/modern-marriage-handbook-men-1
